Random Generator,bet,02-2021,04-2021,06-2021,08-2021,10-2021,12-2021,02-2022,04-2022,06-2022,08-2022,10-2022,12-2022,02-2023,04-2023,06-2023,08-2023,10-2023,12-2023
12,0.13583981,0.2540322580645161,0.2948207171314741,0.3147410358565737,0.3176470588235294,0.33070866141732286,0.31620553359683795,0.30522088353413657,0.29959514170040485,0.30612244897959184,0.3073770491803279,0.35772357723577236,0.3677685950413223,0.36475409836065575,0.3598326359832636,0.3504273504273504,0.3448275862068966,0.350210970464135,0.35294117647058826
13,0.10572070300000001,0.30357142857142855,0.27876106194690264,0.2775330396475771,0.26956521739130435,0.2777777777777778,0.26200873362445415,0.2629310344827586,0.31896551724137934,0.3333333333333333,0.3852813852813853,0.43722943722943725,0.43478260869565216,0.43103448275862066,0.41201716738197425,0.3905579399141631,0.351931330472103,0.3305084745762712,0.3008474576271186
14,0.147855245,0.3148148148148148,0.36466165413533835,0.3584905660377358,0.4329501915708812,0.4728682170542636,0.528957528957529,0.490272373540856,0.5078125,0.4674329501915709,0.4198473282442748,0.41044776119402987,0.4307116104868914,0.40823970037453183,0.3763837638376384,0.3283582089552239,0.29844961240310075,0.29961089494163423,0.2972972972972973
15,0.095953799,0.2530612244897959,0.25203252032520324,0.24081632653061225,0.244,0.23790322580645162,0.23140495867768596,0.23868312757201646,0.2550607287449393,0.27125506072874495,0.25833333333333336,0.25925925925925924,0.25,0.2727272727272727,0.2809917355371901,0.24789915966386555,0.2606837606837607,0.251063829787234,0.2301255230125523
16,0.085328162,0.3188976377952756,0.332,0.32661290322580644,0.3107569721115538,0.3125,0.28627450980392155,0.2749003984063745,0.23809523809523808,0.23015873015873015,0.18473895582329317,0.20816326530612245,0.22448979591836735,0.21487603305785125,0.22633744855967078,0.23673469387755103,0.21721311475409835,0.20242914979757085,0.1814516129032258
17,0.117817006,0.3911290322580645,0.391304347826087,0.36507936507936506,0.373015873015873,0.32558139534883723,0.2840466926070039,0.2549019607843137,0.2441860465116279,0.23715415019762845,0.24302788844621515,0.2151394422310757,0.245136186770428,0.2823529411764706,0.2885375494071146,0.28286852589641437,0.3241106719367589,0.30039525691699603,0.26506024096385544
18,0.20537721,0.4517374517374517,0.4671814671814672,0.49034749034749037,0.4269230769230769,0.43018867924528303,0.43346007604562736,0.4372623574144487,0.4216417910447761,0.44280442804428044,0.4777777777777778,0.5204460966542751,0.5367647058823529,0.5272727272727272,0.5494505494505495,0.5431654676258992,0.5140845070422535,0.493006993006993,0.45229681978798586
19,0.147111447,0.28346456692913385,0.28174603174603174,0.28174603174603174,0.28112449799196787,0.2589641434262948,0.23076923076923078,0.23170731707317074,0.23170731707317074,0.24180327868852458,0.25,0.275,0.30416666666666664,0.3183673469387755,0.30416666666666664,0.301255230125523,0.2869198312236287,0.3067226890756303,0.2966101694915254
20,0.197381392,0.35864978902953587,0.3333333333333333,0.3559322033898305,0.3723849372384937,0.38235294117647056,0.42735042735042733,0.40611353711790393,0.4085106382978723,0.3922413793103448,0.3907563025210084,0.4375,0.45,0.42916666666666664,0.4435483870967742,0.45564516129032256,0.456,0.476,0.4801587301587302
21,0.205786245,0.3588709677419355,0.373015873015873,0.3944223107569721,0.383399209486166,0.42231075697211157,0.421875,0.42412451361867703,0.42748091603053434,0.44787644787644787,0.42578125,0.4031620553359684,0.3984375,0.3654618473895582,0.3551020408163265,0.31020408163265306,0.32231404958677684,0.2926829268292683,0.31666666666666665
22,0.17612267,0.3055555555555556,0.2868525896414343,0.25882352941176473,0.26587301587301587,0.23904382470119523,0.23694779116465864,0.24,0.23694779116465864,0.236,0.27309236947791166,0.3117408906882591,0.3374485596707819,0.33739837398373984,0.37142857142857144,0.29218106995884774,0.24897959183673468,0.22448979591836735,0.23868312757201646
23,0.08698454800000001,0.18584070796460178,0.18061674008810572,0.16740088105726872,0.17543859649122806,0.1762114537444934,0.1810344827586207,0.2317596566523605,0.2554112554112554,0.24242424242424243,0.25862068965517243,0.2413793103448276,0.27631578947368424,0.296137339055794,0.2765957446808511,0.27391304347826084,0.2672413793103448,0.23728813559322035,0.2127659574468085
24,0.089500526,0.2782258064516129,0.26720647773279355,0.252,0.22131147540983606,0.1875,0.1625,0.16101694915254236,0.1729957805907173,0.15879828326180256,0.17672413793103448,0.1630901287553648,0.18614718614718614,0.1853448275862069,0.1810344827586207,0.1956521739130435,0.1810344827586207,0.1829787234042553,0.1518987341772152
25,0.074497147,0.20149253731343283,0.2126865671641791,0.2188679245283019,0.22433460076045628,0.22727272727272727,0.22264150943396227,0.2140077821011673,0.2151394422310757,0.1975806451612903,0.2056451612903226,0.24081632653061225,0.2510460251046025,0.26778242677824265,0.2838983050847458,0.2857142857142857,0.29004329004329005,0.2857142857142857,0.3037974683544304
26,0.133984924,0.36401673640167365,0.35655737704918034,0.3643724696356275,0.37551020408163266,0.3724696356275304,0.3603238866396761,0.37551020408163266,0.4146341463414634,0.4309623430962343,0.3983402489626556,0.4066390041493776,0.4444444444444444,0.4567901234567901,0.44308943089430897,0.4166666666666667,0.41596638655462187,0.3875,0.36401673640167365
27,0.126547075,0.36693548387096775,0.3492063492063492,0.311284046692607,0.2972972972972973,0.31297709923664124,0.33587786259541985,0.33955223880597013,0.3271375464684015,0.3420074349442379,0.36531365313653136,0.3978102189781022,0.39338235294117646,0.4095940959409594,0.376865671641791,0.35471698113207545,0.3463035019455253,0.34509803921568627,0.34
28,0.219043724,0.4607142857142857,0.4492753623188406,0.3639705882352941,0.4065934065934066,0.4852941176470588,0.46153846153846156,0.45878136200716846,0.44680851063829785,0.46402877697841727,0.5,0.49645390070921985,0.47686832740213525,0.46619217081850534,0.4311594202898551,0.37969924812030076,0.39768339768339767,0.41379310344827586,0.4423076923076923
29,0.074834934,0.12875536480686695,0.12446351931330472,0.11304347826086956,0.13793103448275862,0.13733905579399142,0.12608695652173912,0.125,0.12393162393162394,0.1336206896551724,0.1623931623931624,0.15702479338842976,0.16115702479338842,0.1625,0.1487603305785124,0.15352697095435686,0.15352697095435686,0.16455696202531644,0.1752136752136752
30,0.217121305,0.5435684647302904,0.569672131147541,0.5991902834008097,0.5643153526970954,0.5454545454545454,0.512396694214876,0.5122950819672131,0.492,0.4715447154471545,0.5040650406504065,0.5604838709677419,0.4897959183673469,0.48582995951417,0.5060240963855421,0.476,0.4291497975708502,0.4314516129032258,0.42857142857142855
31,0.127827847,0.3888888888888889,0.4032258064516129,0.384,0.40725806451612906,0.4291497975708502,0.42,0.35802469135802467,0.35365853658536583,0.35080645161290325,0.357429718875502,0.33858267716535434,0.34782608695652173,0.35714285714285715,0.375,0.375,0.3673469387755102,0.3805668016194332,0.371900826446281
32,0.060388433,0.1434108527131783,0.14173228346456693,0.13076923076923078,0.13545816733067728,0.12449799196787148,0.11428571428571428,0.12345679012345678,0.13008130081300814,0.1306122448979592,0.112,0.12195121951219512,0.112,0.11788617886178862,0.13877551020408163,0.144,0.17063492063492064,0.15953307392996108,0.17670682730923695
33,0.09815110699999999,0.1652542372881356,0.15254237288135594,0.13692946058091288,0.13807531380753138,0.15319148936170213,0.14163090128755365,0.17391304347826086,0.17903930131004367,0.18859649122807018,0.23580786026200873,0.21145374449339208,0.20689655172413793,0.19827586206896552,0.2096069868995633,0.21875,0.25,0.2511013215859031,0.2631578947368421
34,0.055450945,0.06177606177606178,0.05747126436781609,0.07392996108949416,0.07569721115537849,0.09090909090909091,0.0975609756097561,0.09716599190283401,0.09349593495934959,0.09236947791164658,0.06451612903225806,0.10483870967741936,0.10358565737051793,0.12550607287449392,0.132,0.1640625,0.18846153846153846,0.20229007633587787,0.2076923076923077
35,0.05253441,0.12062256809338522,0.1111111111111111,0.11673151750972763,0.10546875,0.1245136186770428,0.12260536398467432,0.1245136186770428,0.12213740458015267,0.10984848484848485,0.11153846153846154,0.08846153846153847,0.08527131782945736,0.07003891050583658,0.0622568093385214,0.06640625,0.05138339920948617,0.04435483870967742,0.03305785123966942
36,0.13525458,0.32806324110671936,0.3203125,0.3215686274509804,0.2857142857142857,0.2788844621513944,0.29554655870445345,0.2862903225806452,0.2886178861788618,0.2863070539419087,0.2708333333333333,0.26141078838174275,0.27800829875518673,0.3029045643153527,0.31275720164609055,0.3333333333333333,0.3347107438016529,0.34854771784232363,0.34024896265560167
37,0.154151534,0.3855421686746988,0.4314516129032258,0.421259842519685,0.4186046511627907,0.46923076923076923,0.4389312977099237,0.4444444444444444,0.44866920152091255,0.44787644787644787,0.4517374517374517,0.4269230769230769,0.4448669201520912,0.4555984555984556,0.4671814671814672,0.4763779527559055,0.4555984555984556,0.43137254901960786,0.35826771653543305
38,0.154624281,0.4625,0.4149377593360996,0.3872340425531915,0.33191489361702126,0.36363636363636365,0.3652173913043478,0.41025641025641024,0.42127659574468085,0.45188284518828453,0.3875,0.35269709543568467,0.30522088353413657,0.2948207171314741,0.304,0.319672131147541,0.34024896265560167,0.34297520661157027,0.39094650205761317
39,0.11959409,0.4290909090909091,0.4124087591240876,0.4107142857142857,0.4169611307420495,0.3906810035842294,0.35231316725978645,0.3274021352313167,0.3225806451612903,0.3167259786476868,0.3129496402877698,0.3,0.28113879003558717,0.26258992805755393,0.2572463768115942,0.28308823529411764,0.2788104089219331,0.27941176470588236,0.30111524163568776
40,0.11944531900000001,0.2938775510204082,0.285140562248996,0.3225806451612903,0.3453815261044177,0.3469387755102041,0.3346774193548387,0.28346456692913385,0.2992125984251969,0.3031496062992126,0.3110236220472441,0.316,0.2976190476190476,0.32941176470588235,0.37109375,0.3794466403162055,0.3241106719367589,0.29961089494163423,0.31225296442687744
41,0.192813312,0.4025423728813559,0.4100418410041841,0.4219409282700422,0.40585774058577406,0.39330543933054396,0.37344398340248963,0.351931330472103,0.33617021276595743,0.3459915611814346,0.326271186440678,0.3375,0.3389830508474576,0.37872340425531914,0.39574468085106385,0.379746835443038,0.4139344262295082,0.41975308641975306,0.39669421487603307
42,0.091159782,0.25738396624472576,0.2647058823529412,0.27310924369747897,0.2605042016806723,0.25738396624472576,0.2627118644067797,0.25,0.2553191489361702,0.23628691983122363,0.225,0.20833333333333334,0.21428571428571427,0.1896551724137931,0.18067226890756302,0.16666666666666666,0.17427385892116182,0.1762295081967213,0.1721311475409836
43,0.194702293,0.43043478260869567,0.42035398230088494,0.39565217391304347,0.41409691629955947,0.37719298245614036,0.34080717488789236,0.3684210526315789,0.3782608695652174,0.3230088495575221,0.3495575221238938,0.32751091703056767,0.4051724137931034,0.4148471615720524,0.4469026548672566,0.4847161572052402,0.5244444444444445,0.5067264573991032,0.49557522123893805
44,0.143358288,0.4346153846153846,0.41825095057034223,0.38113207547169814,0.3511450381679389,0.3204633204633205,0.29296875,0.2896825396825397,0.2755905511811024,0.2677165354330709,0.2702702702702703,0.26744186046511625,0.24609375,0.3333333333333333,0.3412698412698413,0.38,0.391304347826087,0.41472868217054265,0.466403162055336
45,0.212564975,0.4375,0.46218487394957986,0.44871794871794873,0.4434782608695652,0.4185022026431718,0.4672489082969432,0.4826086956521739,0.4890829694323144,0.4911504424778761,0.47767857142857145,0.42342342342342343,0.36486486486486486,0.3482142857142857,0.37333333333333335,0.39285714285714285,0.3574660633484163,0.40271493212669685,0.4369369369369369
46,0.146214077,0.430327868852459,0.42857142857142855,0.44176706827309237,0.448,0.484251968503937,0.46511627906976744,0.44921875,0.43359375,0.391304347826087,0.3745019920318725,0.40476190476190477,0.3944223107569721,0.384,0.43137254901960786,0.4474708171206226,0.4015444015444015,0.37547892720306514,0.38132295719844356
47,0.183024942,0.4857142857142857,0.4775510204081633,0.43951612903225806,0.4302788844621514,0.4251968503937008,0.4094488188976378,0.4392156862745098,0.4015748031496063,0.42292490118577075,0.372,0.37398373983739835,0.3551020408163265,0.43724696356275305,0.491869918699187,0.49387755102040815,0.5252100840336135,0.4892703862660944,0.508695652173913
48,0.061989208,0.09465020576131687,0.0942622950819672,0.09053497942386832,0.09166666666666666,0.08163265306122448,0.07818930041152264,0.07916666666666666,0.07407407407407407,0.0653061224489796,0.06097560975609756,0.05327868852459016,0.03734439834024896,0.03862660944206009,0.029787234042553193,0.029914529914529916,0.02553191489361702,0.025423728813559324,0.0211864406779661
49,0.188881634,0.44274809160305345,0.4524714828897338,0.49812734082397003,0.4962686567164179,0.49624060150375937,0.4708171206225681,0.4600760456273764,0.46037735849056605,0.4188679245283019,0.40304182509505704,0.376865671641791,0.3931297709923664,0.3660377358490566,0.40458015267175573,0.42857142857142855,0.4351145038167939,0.4714828897338403,0.49230769230769234
50,0.16074059999999998,0.25957446808510637,0.2773109243697479,0.32051282051282054,0.3389830508474576,0.38589211618257263,0.4,0.43333333333333335,0.47058823529411764,0.4745762711864407,0.5,0.5021459227467812,0.4808510638297872,0.44871794871794873,0.4482758620689655,0.425531914893617,0.37872340425531914,0.3153526970954357,0.30612244897959184
51,0.11730096400000001,0.35344827586206895,0.3333333333333333,0.3333333333333333,0.3008474576271186,0.3138075313807531,0.3179916317991632,0.2911392405063291,0.3,0.275,0.2833333333333333,0.30612244897959184,0.29554655870445345,0.32669322709163345,0.3545816733067729,0.35019455252918286,0.33204633204633205,0.35177865612648224,0.3058823529411765
52,0.14909771800000002,0.4225941422594142,0.4411764705882353,0.36752136752136755,0.34615384615384615,0.3803418803418803,0.39316239316239315,0.425531914893617,0.44583333333333336,0.41735537190082644,0.4105691056910569,0.3902439024390244,0.35918367346938773,0.4032258064516129,0.3911290322580645,0.4435483870967742,0.424,0.4578313253012048,0.4672131147540984
53,0.211348349,0.47035573122529645,0.45348837209302323,0.44313725490196076,0.403921568627451,0.42857142857142855,0.38188976377952755,0.332,0.3092369477911647,0.3064516129032258,0.29838709677419356,0.345679012345679,0.3236514522821577,0.3603238866396761,0.4262948207171315,0.488,0.5317460317460317,0.5215686274509804,0.48412698412698413
54,0.220778582,0.31092436974789917,0.3276595744680851,0.3855932203389831,0.4110169491525424,0.4579831932773109,0.5301724137931034,0.5172413793103449,0.5423728813559322,0.5497835497835498,0.4824561403508772,0.4605263157894737,0.423728813559322,0.4391304347826087,0.4824561403508772,0.5575221238938053,0.53125,0.47391304347826085,0.4069264069264069
55,0.21328092199999998,0.4190871369294606,0.39094650205761317,0.39166666666666666,0.3625,0.38235294117647056,0.3702127659574468,0.3670886075949367,0.3697478991596639,0.375,0.42857142857142855,0.42386831275720166,0.425,0.39094650205761317,0.3775933609958506,0.3403361344537815,0.3177966101694915,0.30472103004291845,0.34497816593886466
56,0.11670346599999999,0.189873417721519,0.2,0.2074688796680498,0.23770491803278687,0.24390243902439024,0.2388663967611336,0.228,0.21739130434782608,0.20948616600790515,0.1937984496124031,0.18461538461538463,0.16342412451361868,0.15019762845849802,0.11693548387096774,0.13991769547325103,0.1721311475409836,0.1673469387755102,0.18181818181818182
57,0.09472371199999999,0.17338709677419356,0.15725806451612903,0.16194331983805668,0.17842323651452283,0.1991701244813278,0.22916666666666666,0.225531914893617,0.22807017543859648,0.25333333333333335,0.2602739726027397,0.23214285714285715,0.2663755458515284,0.2838427947598253,0.29017857142857145,0.25675675675675674,0.25225225225225223,0.25225225225225223,0.22972972972972974
58,0.09505964800000001,0.20588235294117646,0.19831223628691982,0.25630252100840334,0.270042194092827,0.2875,0.325,0.33755274261603374,0.35833333333333334,0.35,0.35390946502057613,0.3510204081632653,0.324,0.2857142857142857,0.2786885245901639,0.2754237288135593,0.2680851063829787,0.2584745762711864,0.2542372881355932
59,0.084455117,0.18292682926829268,0.168,0.1566265060240964,0.132,0.12992125984251968,0.11952191235059761,0.1141732283464567,0.138996138996139,0.16015625,0.19123505976095617,0.204,0.21052631578947367,0.22672064777327935,0.23809523809523808,0.26171875,0.26436781609195403,0.22519083969465647,0.1891891891891892
60,0.07387015799999999,0.12033195020746888,0.11715481171548117,0.11864406779661017,0.11814345991561181,0.11715481171548117,0.12448132780082988,0.13636363636363635,0.12653061224489795,0.1306122448979592,0.14634146341463414,0.15384615384615385,0.16393442622950818,0.1975806451612903,0.18072289156626506,0.1902834008097166,0.2163265306122449,0.23293172690763053,0.24193548387096775
61,0.159194138,0.3130434782608696,0.29515418502202645,0.30666666666666664,0.3275862068965517,0.33766233766233766,0.33624454148471616,0.3436123348017621,0.314410480349345,0.2743362831858407,0.2577777777777778,0.2608695652173913,0.24663677130044842,0.2328767123287671,0.2081447963800905,0.2465753424657534,0.25112107623318386,0.28054298642533937,0.2882882882882883
62,0.080405425,0.23880597014925373,0.22264150943396227,0.23684210526315788,0.21292775665399238,0.19157088122605365,0.16475095785440613,0.1576923076923077,0.1576923076923077,0.1640625,0.17829457364341086,0.16929133858267717,0.16862745098039217,0.17063492063492064,0.14901960784313725,0.1566265060240964,0.1646586345381526,0.15748031496062992,0.1422924901185771
63,0.20162605100000003,0.48249027237354086,0.5175097276264592,0.48046875,0.5059760956175299,0.5362903225806451,0.5282258064516129,0.5179282868525896,0.5375494071146245,0.5354330708661418,0.5019305019305019,0.5155038759689923,0.5584905660377358,0.5298507462686567,0.5112781954887218,0.4626865671641791,0.4296577946768061,0.38113207547169814,0.38846153846153847
64,0.223133745,0.4944237918215613,0.4833948339483395,0.391304347826087,0.39636363636363636,0.4542124542124542,0.4575645756457565,0.4774436090225564,0.44074074074074077,0.4148148148148148,0.3814814814814815,0.36329588014981273,0.32452830188679244,0.3443223443223443,0.40808823529411764,0.4139194139194139,0.3804347826086957,0.35251798561151076,0.33451957295373663
65,0.222661258,0.472,0.453125,0.4085603112840467,0.37404580152671757,0.36046511627906974,0.39763779527559057,0.40551181102362205,0.3968253968253968,0.373015873015873,0.38492063492063494,0.376,0.4125,0.4279835390946502,0.38589211618257263,0.4364406779661017,0.4219409282700422,0.4669421487603306,0.4669421487603306
66,0.20610229,0.44398340248962653,0.3991769547325103,0.41700404858299595,0.3904382470119522,0.4112903225806452,0.4186991869918699,0.41832669322709165,0.46825396825396826,0.46215139442231074,0.48616600790513836,0.5214007782101168,0.5196850393700787,0.5254901960784314,0.49411764705882355,0.5396825396825397,0.5411764705882353,0.5357142857142857,0.5019762845849802
67,0.205438082,0.490272373540856,0.4806201550387597,0.5019455252918288,0.5252918287937743,0.5546875,0.5330739299610895,0.4881889763779528,0.4864864864864865,0.4826254826254826,0.49800796812749004,0.49609375,0.5177865612648221,0.5258964143426295,0.5236220472440944,0.5078740157480315,0.4940239043824701,0.4980237154150198,0.49019607843137253
68,0.077535115,0.055793991416309016,0.05508474576271186,0.06751054852320675,0.11203319502074689,0.11428571428571428,0.13414634146341464,0.14859437751004015,0.14566929133858267,0.16929133858267717,0.1583011583011583,0.1744186046511628,0.140625,0.1411764705882353,0.1388888888888889,0.14,0.14056224899598393,0.14285714285714285,0.15163934426229508
69,0.212830407,0.3855932203389831,0.4110169491525424,0.42735042735042733,0.4592274678111588,0.49572649572649574,0.5191489361702127,0.5232067510548524,0.4915254237288136,0.48945147679324896,0.4811715481171548,0.4661016949152542,0.4533898305084746,0.3829787234042553,0.36134453781512604,0.36752136752136755,0.4152542372881356,0.4092827004219409,0.4025423728813559
70,0.194712793,0.35471698113207545,0.3650190114068441,0.3650190114068441,0.3831417624521073,0.3473282442748092,0.3688212927756654,0.42748091603053434,0.4521072796934866,0.4307692307692308,0.45075757575757575,0.4357976653696498,0.4329501915708812,0.39768339768339767,0.4226415094339623,0.43283582089552236,0.39325842696629215,0.37407407407407406,0.3925925925925926
71,0.195135098,0.34913793103448276,0.3803418803418803,0.41810344827586204,0.4291845493562232,0.42105263157894735,0.43805309734513276,0.4759825327510917,0.521551724137931,0.5344827586206896,0.48917748917748916,0.41150442477876104,0.38666666666666666,0.37777777777777777,0.4177777777777778,0.4424778761061947,0.4713656387665198,0.47413793103448276,0.4444444444444444
72,0.17553455199999998,0.2782608695652174,0.3391304347826087,0.38427947598253276,0.39461883408071746,0.45248868778280543,0.4377880184331797,0.45622119815668205,0.38990825688073394,0.3767441860465116,0.41232227488151657,0.4392523364485981,0.4790697674418605,0.44954128440366975,0.4343891402714932,0.36936936936936937,0.3524229074889868,0.3652173913043478,0.375
73,0.07736293400000001,0.25630252100840334,0.23236514522821577,0.2375,0.22406639004149378,0.21794871794871795,0.20253164556962025,0.22268907563025211,0.2184873949579832,0.22033898305084745,0.22083333333333333,0.21161825726141079,0.2125,0.22916666666666666,0.24267782426778242,0.23868312757201646,0.22594142259414227,0.23673469387755103,0.22267206477732793
74,0.19620574600000001,0.48214285714285715,0.5595667870036101,0.5785714285714286,0.6036363636363636,0.5905797101449275,0.5457875457875457,0.4835164835164835,0.42066420664206644,0.41263940520446096,0.44280442804428044,0.4343065693430657,0.44525547445255476,0.4635036496350365,0.4731182795698925,0.505338078291815,0.5611510791366906,0.5451263537906137,0.4785714285714286
75,0.053976808,0.1532567049808429,0.13157894736842105,0.1183206106870229,0.11153846153846154,0.09689922480620156,0.10566037735849057,0.0916030534351145,0.10505836575875487,0.08984375,0.09803921568627451,0.09126984126984126,0.108,0.1,0.08366533864541832,0.08627450980392157,0.09411764705882353,0.10465116279069768,0.09126984126984126
76,0.21084724100000002,0.4150197628458498,0.4392156862745098,0.47058823529411764,0.47058823529411764,0.4573643410852713,0.4389312977099237,0.44866920152091255,0.49809885931558934,0.5019011406844106,0.5153846153846153,0.4714828897338403,0.4555984555984556,0.41762452107279696,0.42045454545454547,0.4296577946768061,0.45149253731343286,0.43283582089552236,0.44402985074626866
77,0.056828316,0.10902255639097744,0.11524163568773234,0.1018867924528302,0.09195402298850575,0.09615384615384616,0.07782101167315175,0.06976744186046512,0.07251908396946564,0.08812260536398467,0.08396946564885496,0.0859375,0.08235294117647059,0.09765625,0.1062992125984252,0.092,0.08870967741935484,0.08835341365461848,0.06827309236947791
78,0.17252092800000002,0.39759036144578314,0.42971887550200805,0.4959677419354839,0.5161290322580645,0.5992063492063492,0.5725490196078431,0.5764705882352941,0.562992125984252,0.5078740157480315,0.4566929133858268,0.4453125,0.3607843137254902,0.373015873015873,0.3671875,0.3735408560311284,0.4007936507936508,0.4308300395256917,0.4453125
79,0.127577472,0.3277310924369748,0.3776824034334764,0.39915966386554624,0.3958333333333333,0.39344262295081966,0.41295546558704455,0.4024390243902439,0.3665338645418327,0.3346774193548387,0.319672131147541,0.32644628099173556,0.326271186440678,0.2974137931034483,0.3261802575107296,0.3416666666666667,0.35684647302904565,0.3512396694214876,0.35802469135802467
80,0.104926979,0.1968503937007874,0.19047619047619047,0.19123505976095617,0.17813765182186234,0.1700404858299595,0.15789473684210525,0.14634146341463414,0.15447154471544716,0.1652892561983471,0.1652892561983471,0.1589958158995816,0.1722689075630252,0.18220338983050846,0.18067226890756302,0.19246861924686193,0.23628691983122363,0.23404255319148937,0.2320675105485232
81,0.21440138399999997,0.5099601593625498,0.45564516129032256,0.4642857142857143,0.4603174603174603,0.5357142857142857,0.5555555555555556,0.5215686274509804,0.4961832061068702,0.4807692307692308,0.4653846153846154,0.47876447876447875,0.4921259842519685,0.4549019607843137,0.44313725490196076,0.4669260700389105,0.4806201550387597,0.46875,0.4342629482071713
82,0.19415545899999997,0.3504273504273504,0.3562231759656652,0.36796536796536794,0.3537117903930131,0.3275862068965517,0.28448275862068967,0.3103448275862069,0.30603448275862066,0.3333333333333333,0.35344827586206895,0.37339055793991416,0.4267241379310345,0.4585152838427948,0.49137931034482757,0.49122807017543857,0.5152838427947598,0.5,0.49356223175965663
83,0.086951968,0.2737642585551331,0.25190839694656486,0.2366412213740458,0.1856060606060606,0.17938931297709923,0.18631178707224336,0.20463320463320464,0.1984732824427481,0.21235521235521235,0.20233463035019456,0.2047244094488189,0.21875,0.21621621621621623,0.203125,0.2125984251968504,0.1889763779527559,0.17063492063492064,0.15873015873015872
84,0.066035152,0.06779661016949153,0.07053941908713693,0.0875,0.08898305084745763,0.12184873949579832,0.15611814345991562,0.17916666666666667,0.1864406779661017,0.18614718614718614,0.18859649122807018,0.17467248908296942,0.14977973568281938,0.16,0.12173913043478261,0.1288888888888889,0.12280701754385964,0.11946902654867257,0.13333333333333333
